crossing,count
"17300 IBEX AVE, CERRITOS, CA 90703",4
"3300 BLK WALNUT AVE, SIGNAL HILL, CA 90755",4
"3300 BLOCK ANDY ST, LONG BEACH CA",4
"100 BLK ATLANTIC AVE, LONG BEACH, CA 90802",4
"800 BLK WALNUT AVE, LONG BEACH, CA 90813",4
"3300 CHARLEMAGNE AVE, LONG BEACH, CA 90808",4
"1100 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",4
"1900 BLK E POINSETTIA ST, LONG BEACH, CA 90805",4
"2000 MAGNOLIA AVE, LONG BEACH, CA 90806",4
"800 CHERRY AVE, LONG BEACH, CA 90813",4
"3301 E 65TH ST, LONG BEACH, CA 90805",4
"1100 BLK N LOMA VISTA DR, LONG BEACH, CA 90813",4
"800 E OCEAN BLVD, LONG BEACH, CA 90802",4
"1200 BLK E SAN ANTONIO DR, LONG BEACH, CA 90807",4
"100 BLK E 67TH ST, LONG BEACH, CA 90805",4
"3400 BLK CERRITOS AVE, LONG BEACH, CA 90807",4
"100 BLK E 69TH ST, LONG BEACH, CA 90805",4
"100 BLK E ADAIR ST, LONG BEACH, CA 90805",4
"E ANAHEIM ST / ORANGE AVE, LONG BEACH, CA 90813",4
"800 GLADYS AVE, LONG BEACH, CA 90804",4
"3400 BLK ELM AVE, LONG BEACH, CA 90807",4
"3400 BLK HALBRITE AVE, LONG BEACH, CA 90808",4
"800 SAINT LOUIS AVE, LONG BEACH, CA 90804",4
"3400 BLK PALO VERDE AVE, LONG BEACH, CA 90808",4
"1100 BLK PACIFIC AVE, LONG BEACH, CA 90813",4
"1900 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90806",4
"100 BLK E MORNINGSIDE ST, LONG BEACH, CA 90805",4
"100 BLK E PLYMOUTH ST, LONG BEACH, CA 90805",4
"8000 BLOCK AINSWORTH LN, LA PALMA CA",4
"3400 LAMA AVE, LONG BEACH, CA 90808",4
"3400 LONG BEACH BLVD, LONG BEACH, CA 90807",4
"2100 BLK SAN ANSELINE AVE, LONG BEACH, CA 90815",4
"2000 W WARDLOW RD, LONG BEACH, CA 90810",4
"8100 BLK E WARDLOW RD, LONG BEACH, CA 90808",4
"12000 BLK CEDARCREEK LN, CERRITOS, CA 90703",4
"8100 BLOCK E TIMOR ST, LONG BEACH CA",4
"8100 BLOCK E TURBO ST, LONG BEACH CA",4
100 BLK MIRA MAR AVE LONG BEACH CA 90803,4
"18000 STUDEBAKER RD, CERRITOS, CA 90703",4
"8200 BLOCK TULA AVE, LONG BEACH CA",4
"17900 BLOCK GERRITT PL, CERRITOS CA",4
"1100 BLK TEMPLE AVE, LONG BEACH, CA 90804",4
"3500 BLK LINDEN AVE, LONG BEACH, CA 90807",4
"100 BLK PIER S AVE, LONG BEACH, CA 90802",4
"3500 BLOCK CERRITOS AVE, LOS ALAMITOS CA",4
"18100 BLOOMFIELD AVE, CERRITOS, CA 90703",4
"100 BLK ROYCROFT AVE, LONG BEACH, CA 90803",4
"1800 ASHBROOK AVE, LONG BEACH, CA 90815",4
"850 BLK DAWSON AVE, LONG BEACH CA 90804",4
"3500 DELTA AVE, LONG BEACH, CA 90810",4
100 BLK W 3RD STREET LONG BEACH CA 90802,4
"20100 BLK RHODA CIR, CERRITOS CA 90703",4
"1100 DE FOREST AVE, LONG BEACH, CA 90813",4
"1800 BLK CANAL AVE, LONG BEACH, CA 90810",4
400 BLK ROSE AVE LB 90802,4
"900 BLK ALAMITOS AVE, LONG BEACH, CA 90813",4
"1100 E 32ND ST, SIGNAL HILL, CA 90755",4
"E CARSON ST / CLARK AVE, LONG BEACH, CA 90808",4
"100 BLK W LOUISE ST, LONG BEACH, CA 90805",4
"900 BLK CHESTER PL, LONG BEACH CA",4
"20100 BLK RHODA CIR, CERRITOS, CA 90703",4
"100 BLK W SCOTT ST, LONG BEACH, CA 90805",4
"3600 BLK SANTA FE, LONG BEACH,CA",4
"3600 BLK THORNLAKE AVE, LONG BEACH, CA 90808",4
"100 BLK W VICTORIA ST, LONG BEACH, CA 90805",4
100 BLK W ZANE ST LONG BEACH CA 90805,4
"3600 MONICA AVE, LONG BEACH, CA 90808",4
"3700 ATLANTIC AVE, LONG BEACH, CA 90807",4
"3700 BLK CALIFORNIA AVE, LONG BEACH, CA 90807",4
"3700 BLK DELTA AVE, LONG BEACH, CA 90810",4
"900 BLK E NEW YORK, LONG BEACH CA 90813",4
"3700 BLK FASHION AVE, LONG BEACH, CA 90810",4
"100 E 59TH ST, LONG BEACH, CA 90805",4
"3700 BLK HACKETT AVE, LONG BEACH, CA 90808",4
"100 E ADAMS ST, LONG BEACH, CA 90805",4
3700 BLK IROQUOIS AVE LONG BEACH 90808,4
"2070 LOCUST AVE, LONG BEACH, CA 90806",4
"1800 BLK E 4TH ST, LONG BEACH, CA 90802",4
"3700 BLK ORANGE AVE, LONG BEACH, CA 90807",4
1000 BLK ORIZABA AVE,4
"3700 BLK SENASAC AVE, LONG BEACH, CA 90815",4
"6700 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",4
"1000 BLK PARK AVE, LONG BEACH, CA 90804",4
LEFT IN PLOT,4
"400 BLK LOS CERRITOS CENTER, CERRITOS, CA 90703",4
2100 BLK E BERMUDA STREET LONG BEACH CA 90814,4
"1100 BLK DAISY AVE, LONG BEACH, CA 90813",4
"11200 BLK BEACH ST, CERRITOS, CA 90703",4
"LONG BEACH BLVD / W DEL AMO BLVD, LONG BEACH, CA 90805",4
"1000 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804",4
"400 BLK E 63RD ST, LONG BEACH, CA 90805",4
"6800 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",4
"2100 BLK E CARSON ST, LONG BEACH, CA 90807",4
"11200 BLK FELSON ST, CERRITOS, CA 90703",4
"ATLANTIC AVE / E ARTESIA BLVD, LONG BEACH, CA 90805",4
"6800 BLK HARBOR AVE, LONG BEACH, CA 90805",4
"E SILVA ST / FALCON AVE, LONG BEACH, CA 90807",4
"1000 BLK LEWIS AVE, LB 90813",4
"6800 BLOCK LEMON AVE, LONG BEACH CA",4
1000 BLK LEWIS AVE LONG BEACH CA 90813,4
"ATLANTIC AVE / SOUTH ST, LONG BEACH, CA 90805",4
"BERTH 49 W PIER D ST, LONG BEACH, CA",4
"6800 HARBOR AVE, LONG BEACH, CA 90805",4
1800 BLK MARTIN LUTHER KING JR BLVD. LONG BEACH CA 90806,4
"400 BLK E 57TH ST, LONG BEACH, CA 90805",4
"2100 BLK E HARDING ST, LONG BEACH, CA 90805",4
"6900 BLK ATLANTIC AVE, LONG BEACH, CA 90805",4
"1000 CEDAR AVE, LONG BEACH, CA 90813",4
1000 BLK LEWIS AVE,4
"6900 BLK E STEARNS ST, LONG BEACH, CA 90815",4
"18914 KINGS ROW AVE, CERRITOS, CA 90703",4
"400 BLK E 51ST ST, LONG BEACH, CA 90805",4
"6900 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",4
"6600 BLK CORONADO AVE, LONG BEACH, CA 90805",4
"1000 E 6TH ST, LONG BEACH, CA 90802",4
"6900 N PARAMOUNT BLVD, LONG BEACH, CA 90805",4
1900 BLK OLIVE AVE LB CA 90806,4
"E WARDLOW RD / CLAREMORE AVE, LONG BEACH, CA 90808",4
1000 PARK,4
"700 BLK E 6TH ST, LONG BEACH, CA 90802",4
"LEXINGTON DR / KATELLA AVE, LOS ALAMITOS, CA 90720",4
"1200 E BARCELONA PL, LONG BEACH, CA 90813",4
"2100 BLK W GAYLORD ST, LONG BEACH, CA 90813",4
700 BLK E NY ST LB 90813,4
"1800 BLK PINE AVE, LONG BEACH 90806",4
"MIDWAY AVE / PIUMA AVE, CERRITOS, CA 90703",4
MURIEL AVE/68TH WAY LB 90805,4
"1000 BLK HOFFMAN AVE, LONG BEACH, CA 90813",4
"2100 BLK W WARDLOW RD, LONG BEACH, CA 90810",4
400 BLK CORONADO AVE LONG BEACH CA 90814,4
"N STUDEBAKER RD / E ATHERTON ST, LONG BEACH, CA 90815",4
"19000 BLK ALLINGHAM AVE, CERRITOS, CA 90703",4
"1260 E 4TH ST, LONG BEACH, CA 90802",4
"12600 BLK BEACH ST, CERRITOS, CA 90703",4
19000 BLK BLOOMFIELD AVE CERRITOS 90703,4
"ORANGE AVE / E MARKET ST, LONG BEACH, CA 90805",4
"19000 BLK IBEX AVE, CERRITOS, CA 90703",4
"2200 BLK E 14TH ST, LONG BEACH, CA 90804",4
"19000 BLK SEQUOIA AVE, CERRITOS, CA 90703",4
19000 BLK TERESA WAY CER 90703,4
"PACIFIC COAST HWY / LONG BEACH BLVD, LONG BEACH, CA 90806",4
"1300 BLK BENNETT AVE, LONG BEACH, CA 90804",4
"PIER A WAY, LONG BEACH, CA 90813",4
"190O BLK CEDAR AVE, LONG BEACH, CA 90806",4
"1300 BLK CHESTNUT AVE, LONG BEACH, CA 90813",4
"1300 BLK E 56TH ST, LONG BEACH, CA 90805",4
"2200 BLK E 69TH ST, LONG BEACH, CA 90805",4
"4204 ATLANTIC AVE, LONG BEACH, CA 90807",4
"19200 BLK STUDEBAKER RD, CERRITOS, CA 90703",4
"E OCEAN BLVD / JUNIPERO AVE, LONG BEACH, CA 90803",4
"19300 ALLINGHAM AVE, CERRITOS, CA 90703",4
"1000 BLK HARDING ST, LONG BEACH, CA 90805",4
"40 CEDAR WALK, LONG BEACH CA",4
"100 BLOCK E 15TH ST, LONG BEACH CA",4
"1000 BLK E. HILL ST, LONG BEACH, CA 90806",4
"1300 BLK REDONDO AVE, LONG BEACH, CA 90804",4
1300 BLK ROSE AVE LONG BEACH CA 90813,4
"W WILLOW ST / GOLDEN AVE, LONG BEACH, CA 90806",4
"WALNUT AVE / E WESLEY DR, LONG BEACH, CA 90806",4
"1300 BLK W 33RD ST, LONG BEACH, CA 90810",4
"1300 BLK W ANAHEIM ST, LONG BEACH, CA 90813",4
"1300 BLK W PARADE ST, LONG BEACH, CA 90810",4
"400 BLK E MOUNTAIN VIEW ST, LONG BEACH, CA 90805",4
"400 BLK GAVIOTA AVE, LONG BEACH, CA 90802",4
"3900 LEWIS AVE, LB 90807",4
"400 BLK LINDEN AVE, LONG BEACH, CA 90802",4
"400 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90814",4
400 BLK OBISPO AVE LONG BEACH CA 90814,4
"1000 BLK E SAN ANTONIO DR, LONG BEACH, CA 90807",4
"400 BLK ORANGE AVE, LONG BEACH, CA 90802",4
"3900 LAMPSON AVE, SEAL BEACH, CA 90740",4
"20000 BLK MAPES AVE. CERRITOS, CA 90703",4
"400 BLK W 10TH ST, LONG BEACH, CA 90813",4
"400 BLK W 19TH ST, LONG BEACH, CA 90806",4
"3900 E OCEAN BLVD, LONG BEACH, CA 90803",4
"1300 W BURNETT ST, LONG BEACH, CA 90810",4
"400 E SHORELINE DR, LONG BEACH, CA 90802",4
"100 BLK OCEAN AVE, SEAL BEACH, CA 90740",4
"3900 BLOCK GREENBRIER RD, LONG BEACH CA",4
"4000 BLK E CONANT AVE, LONG BEACH, CA",4
"3900 BLK STEARNLEE AVE, LONG BEACH, CA 90808",4
"100 E ARTESIA BLVD, LONG BEACH, CA 90805",4
"968 N LOMA VISTA DR, LONG BEACH, CA 90813",4
"4000 BLK GREEN AVE, LOS ALAMITOS, CA 90720",4
"13000 BLK EARNSHAW AVE, DOWNEY, CA 90242",4
4000 BLK LONG BEACH BLVD LONG BEACH CA 90805,4
"2200 BLK LIME AVE, LONG BEACH, CA 90806",4
"13000 BLK MOORE ST, CERRITOS, CA 90703",4
"4000 BLK WOODRUFF AVE, LONG BEACH, CA 90808",4
"13000 DESTINO LN, CERRITOS, CA 90703",4
"1200 BLK ROSWELL AVE, LONG BEACH, CA 90804",4
"13000 ESPINHEIRA DR, CERRITOS, CA 90703",4
"4000 FARQUHAR AVE, LOS ALAMITOS, CA 90720",4
"2200 BLK MCNAB AVE, LONG BEACH, CA 90815",4
"13100 BLK ESSEX DR, CERRITOS, CA 90703",4
"4100 BLK E CONANT ST, LONG BEACH, CA 90808",4
"1100 BLK MYRTLE AVE, LONG BEACH, CA 90813",4
"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",4
2200 BLK MYRTLE AVE LONG BEACH CA 90806,4
"13200 E 166TH ST, CERRITOS, CA 90703",4
"4100 ROSE AVE, LONG BEACH, CA 90807",4
"20 BLK W BORT ST. LONG BEACH, CA 90805",4
"4130 HATHAWAY AVE, LONG BEACH, CA 90815",4
"4200 BLK HOWARD AVE, LOS ALAMITOS, CA 90720",4
"4200 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",4
"13600 PARK ST, CERRITOS, CA 90703",4
"2200 BLK PACIFIC AVE, LONG BEACH, CA 90806",4
"200 BLK BELMONT AVE, LONG BEACH, CA 90803",4
4300 BLK ELM AVE LB CA 90807,4
"4300 BLK GRAYWOOD AVE, LONG BEACH, CA 90808",4
"4300 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",4
200 BLK COVINA AVE LONG BEACH CA 90803,4
"1400 ALAMITOS AVE, LONG BEACH, CA 90813",4
"4300 GRAYWOOD AVE, LONG BEACH, CA 90808",4
"4300 N COUNTRY CLUB LN, LONG BEACH, CA 90807",4
"1400 BLK CHERRY AVE, LONG BEACH, CA 90813",4
"4400 BLK GOLDFIELD AVE, LONG BEACH, CA 90807",4
"1400 BLK CORONADO AVE, LONG BEACH, CA 90804",4
400 BLK E JANICE STREET LONG BEACH CA 90805,4
"1400 BLK E 20TH ST, LONG BEACH, CA 90806",4
"200 BLK E 47TH ST, LONG BEACH, CA 90805",4
"4500 BLK CALIFORNIA AVE, LONG BEACH, CA 90807",4
"6700 BLK ATLANTIC AVE, LONG BEACH, CA 90805",4
"4500 BLK LINDEN AVE, LONG BEACH, CA 90807",4
"E MARKET ST / CHERRY AVE, LONG BEACH, CA 90805",4
"4500 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",4
"4500 BLK N COUNTRY CLUB LN, LONG BEACH, CA 90807",4
"KNOXVILLE AVE / E SPRING ST, LONG BEACH, CA 90815",4
"4500 WALNUT AVE, LONG BEACH, CA 90807",4
"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",4
460 BLK E POPPY STREET LONG BEACH 90805,4
"400 BLK E HULLET ST, LONG BEACH, CA 90805",4
"1400 BLK GAVIOTA AVE, LONG BEACH, CA 90813",4
"3900 BLK E ALLIN ST, LONG BEACH, CA 90803",4
"4600 BLK GOLDFIELD, LB 90807",4
"4600 BLK LONG BEACH BLVD, LONG BEACH 90805",4
"LONG BEACH BLVD / PACIFIC COAST HWY, LONG BEACH, CA 90806",4
"4700 BLK DEUKMEJIAN DR, LONG BEACH, CA 90804",4
"11000 BLK LANGLEY DR, LOS ALAMTIOS, CA 90720",4
"1200 BLK W 15TH ST, LONG BEACH, CA 90813",4
"200 BLK E FORHAN ST, LONG BEACH, CA 90805",4
"4800 BLK GULF AVE, LONG BEACH, CA 90805",4
"4800 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",4
"200 BLK E MARKER ST, LONG BEACH, CA 90805",4
"1400 BLK W CANTON ST, LONG BEACH, CA 90810",4
"3800 E ANAHEIM ST, LONG BEACH, CA 90804",4
"1400 BLK W SUMMIT ST, LONG BEACH, CA 90810",4
"4800 PEPPERWOOD AVE, LONG BEACH, CA 90808",4
"1400 BLOCK OF E LURAY ST., LONG BEACH, CA 90807",4
"4900 BLK E APPIAN WAY, LONG BEACH, CA 90803",4
"4900 BLK E CARSON ST, LONG BEACH, CA 90808",4
"2200 BLK TERMINO AVE, LONG BEACH, CA 90815",4
"4900 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",4
"1400 CORONADO AVE, LONG BEACH, CA 90804",4
50 BLK E THIRD STREET LONG BEACH CA 90802,4
"1900 E 19TH ST, LONG BEACH, CA 90806",4
"3800 BLK RADNOR AVE, LONG BEACH, CA 90808",4
"500 BLK CHESTNUT AVE, LONG BEACH, CA 90802",4
"500 BLK DAISY AVE, LONG BEACH, CA 90802",4
"1400 ORIZABA AVE, LONG BEACH, CA 90804",4
"200 BLK E SOUTH ST, LONG BEACH, CA 90805",4
"500 BLK E ARTESIA BLVD, LONG BEACH, CA, 90805",4
"500 BLK E NEW YORK ST, LONG BEACH, CA 90813",4
"1400 WARREN AVE, LONG BEACH, CA 90813",4
"1436 TEMPLE AVE, LONG BEACH, CA 90804",4
"500 BLK PICO AVE, LONG BEACH, CA 90802",4
"200 BLK LINDEN AVE, LONG BEACH, CA 90802",4
"500 BLK W 5TH ST, LONG BEACH, CA 90802",4
1500 BLK 8TH ST LB 90813,4
"400 E 63RD ST, LONG BEACH, CA 90805",4
"500 E ARTESIA BLVD, LONG BEACH, CA 90805",4
"1000 BLK E 10TH ST, LONG BEACH, CA 90813",4
1500 BLK E 4TH STREET LONG BEACH CA 90802,4
"5000 BLK DAIRY AVE, LONG BEACH, CA 90805",4
"2200 BLOCK PACIFIC AVE, LONG BEACH CA",4
1500 BLK E HARDING STREET LONG BEACH CA 90805,4
5000 BLK LONG BEACH BLVD LONG BEACH CA 90805,4
"1200 BLK PIER G AVE, LONG BEACH, CA 90802",4
"3800 BLK GOLDEN AVE, LONG BEACH, CA 90806",4
"5000 BLOCK E 7TH ST, LB CA 90803",4
"1500 BLK E SUNSHINE CT, LONG BEACH, CA 90813",4
5000 E OCEAN BLVD,4
"1500 BLK LOCUST AVE, LONG BEACH, CA 90813",4
"1500 BLK ORANGE AVE, LONG BEACH, CA 90813",4
"1000 BLK CERRITOS AVE, LONG BEACH CA 90802",4
"5200 BLK LINDEN AVE, LONG BEACH, CA 90805",4
"1500 BLK W 31ST ST, LB 90810",4
"5200 E 2ND ST, LONG BEACH, CA 90803",4
"400 E HULLETT ST, LONG BEACH, CA 90805",4
"5200 E ELIOT ST, LONG BEACH, CA 90803",4
"1500 BLOCK LOMA AVE, LONG BEACH CA",4
"2200 GRAND AVE, LONG BEACH, CA 90815",4
"1500 JUNIPERO AVE, LONG BEACH, CA 90804",4
"5300 BLK LEMON AVE, LONG BEACH, CA 90805",4
"2200 LOMINA AVE, LONG BEACH, CA 90815",4
"5300 E CARSON ST, LONG BEACH, CA 90808",4
"540 BLK E NEW YORK ST, LONG BEACH, CA 90813",4
"900 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",4
"5400 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",4
"5400 BLK OLIVE AVE, LONG BEACH, CA 90805",4
"200 E CUMMINGS LN, LONG BEACH, CA 90805",4
"5400 PARAMOUNT BLVD, LONG BEACH, CA 90805",4
"1000 BLK E 71ST WAY, LONG BEACH, CA 90805",4
"200 GRANADA AVE, LONG BEACH, CA 90803",4
"5500 BLK CERRITOS AVE, LONG BEACH, CA 90805",4
"400 BLK W COWLES ST, LONG BEACH, CA 90813",4
"200 MARINA DR, LONG BEACH, CA 90803",4
"200 MIRA MAR AVE, LONG BEACH, CA 90803",4
"900 BLK LINDEN AVE, LONG BEACH, CA 90813",4
"4500 BLK GRAYWOOD AVE, LONG BEACH, CA 90808",4
"1600 BLK E HARDING ST, LONG BEACH, CA 90805",4
"5500 LEMON AVE, LONG BEACH, CA 90805",4
"5500 LONG BEACH BLVD, LONG BEACH, CA 90805",4
"1600 BLK E SOUTH ST, LONG BEACH, CA 90805",4
"200 TEMPLE AVE, LONG BEACH, CA 90803",4
6700 BLK HARBOR LB CA 90805,4
"5600 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",4
"5600 E LOS SANTOS DR, LONG BEACH, CA 90815",4
"5600 GARY AVE, LONG BEACH, CA 90805",4
"5700 BLK BOATHOUSE LN, LONG BEACH, CA 90803",4
"5700 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",4
"5700 BLK CEDAR AVE, LONG BEACH, CA 90805",4
"1600 BLK LOMA AVE, LONG BEACH, CA 90804",4
"5700 BLK ORANGE AVE, LONG BEACH, CA 90805",4
"5800 BLK ATLANTIC AVE, LONG BEACH, CA 90805",4
"5800 BLK BIXBY VILLAGE DR, LONG BEACH, CA 90803",4
"1600 BLK ROSE AVE, LONG BEACH, CA 90813",4
"5800 BLK E CARSON ST, LONG BEACH 90808",4
"5800 BLK E MONLACO RD, LONG BEACH, CA 90808",4
"1600 BLK W PIER D ST, LONG BEACH, CA 90802",4
"2000 BLK CEDAR AVE, LONG BEACH, CA 90806",4
"5800 BLK LEWIS AVE, LONG BEACH, CA 90805",4
"1600 BLOCK CHERRY AVE, LONG BEACH CA",4
5800TH BLK OF OBISPO AVE,3
"2300 BLK CHARLEMAGNE AVE, LONG BEACH, CA 90815",3
2000 BLK CHESTNUT AVE,3
"1600 E BIXBY RD, LONG BEACH, CA 90807",3
"5900 BLK CARSON ST, LONG BEACH, CA 90808",3
"5900 BLK DE FOREST AVE, LONG BEACH, CA 90805",3
5900 BLK DEFOREST,3
"2300 BLK MYRTLE AVE, LONG BEACH, CA 90806",3
"700 BLK GINGER DR, LONG BEACH, CA 90805",3
"2300 BLK PARK AVE, LONG BEACH, CA 90815",3
1050 LINDEN AVE,3
"1600 N STANTON PL, LONG BEACH, CA 90804",3
"5900 BLK E SPRING ST, LONG BEEACH, CA 90815",3
2300 BLK SEABRIGHT AVE LONG BEACH CA 90810,3
700 BLK LIME AVE LONG BEACH CA 90813,3
"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",3
"700 BLK LINDEN AVE, LONG BEACH, CA 90813",3
"2300 PASADENA AVE, LONG BEACH, CA 90806",3
"2300 SEABRIGHT AVE, LONG BEACH, CA 90810",3
"CHERRY AVE / DEL AMO BLVD, LONG BEACH, CA 90807",3
"5900 BLOCK CCALIFORNIA AVE, LONG BEACH CA",3
"1050 LINDEN AVE, LONG BEACH CA, 90813",3
"10700 BLK LA JARA ST, CERRITOS, CA 90703",3
"2323 E SOUTH ST, LONG BEACH, CA 90805",3
"2400 ADRIATIC AVE, LONG BEACH, CA 90810",3
"5900 ELM AVE, LONG BEACH, CA 90805",3
"10000 BLK WALNUT ST, LOS ALAMITOS, CA 90720",3
"10000 HUMBOLT ST, LOS ALAMITOS, CA 90720",3
"700 BLK PINE AVE, LONG BEACH, CA 90813",3
"10000 OAK ST, LOS ALAMITOS, CA 90720",3
"2400 BLK DE FOREST AVE, LONG BEACH, CA 90806",3
"2400 BLK E 1ST ST, LONG BEACH, CA 90803",3
"16100 BLK INDIAN CREEK RD, CERRITOS, CA 90703",3
2000 BLK E 6TH STREET LONG BEACH CA 90814,3
"2400 BLK HAYES AVE, LONG BEACH, CA 90810",3
"2000 BLK E ANAHEIM ST, LONG BEACH, CA 90804",3
"CHERRY AVE / E BROADWAY, LONG BEACH, CA 90802",3
16200 BLK ESTELLA AVE CERRITOS CA 90703,3
"60 W ARBOR ST, LONG BEACH, CA 90805",3
"2400 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",3
"101 E 28TH ST, LONG BEACH, CA 90806",3
"1000 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",3
"103 E 69TH ST, LONG BEACH, CA 90805",3
"2400 BLK PASADENA AVE, LONG BEACH, CA 90806",3
"1900 BLK E 10TH ST, LONG BEACH, CA 90813",3
"2400 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",3
700 BLK W OCEAN,3
"2000 BLK E BURNETT ST, SIGNAL HILL, CA 90755",3
"600 BLK CHESTNUT AVE, LONG BEACH, CA 90802",3
"16300 PIUMA AVE, CERRITOS, CA 90703",3
"4400 BLK N BANNER DR, LONG BEACH, CA 90807",3
600 BLK E 10TH STREET LONG BEACH CA 90813,3
"2100 BLK GAVIOTA AVE, SIGNAL HILL, CA 90755",3
"2400 DELTA AVE, LONG BEACH, CA 90810",3
"2400 E 28TH ST, SIGNAL HILL, CA 90755",3
"2400 E SPAULDING ST, LONG BEACH, CA 90804",3
700 BLK WALNUT AVE. LB 90813,3
"700 BLOCK ELM AVE, LONG BEACH CA",3
1100 BLK E PACIFIC COAST HWY LONG BEACH CA 90806,3
"1645 E 3RD T, LONG BEACH CA, 90802",3
"700 BLOCK LINDEN AVE, LONG BEACH CA",3
"600 BLK E VIA ALMENDRO, LONG BEACH, CA 90805",3
"16500 MARQUARDT AVE, CERRITOS, CA 90703",3
"1800 BLK W 29TH ST, LONG BEACH, CA 90810",3
2500 BLK E 15TH STREET LONG BEACH CA 90804,3
"700 E ESTHER ST, LONG BEACH, CA 90813",3
"2500 BLK E WASHINGTON ST, LONG BEACH, CA 90810",3
2500 BLK EARL AVE LONG BEACH CA 90806,3
"2500 BLK EASY AVE, LONG BEACH, CA 90810",3
"700 E OCEAN BLVD, LONG BEACH, CA 90802",3
"700 E SHORELINE DR, LONG BEACH, CA 90802",3
"CHERRY AVE / E PACIFIC COAST HWY, LONG BEACH, CA 90813",3
"2500 BLK HAYES AVE, LONG BEACH, CA 90810",3
"2100 BLK GONDAR AVE, LONG BEACH, CA 90815",3
"2000 BLK FASHION AVE, LONG BEACH, CA 90810",3
"2500 BLOCK CHESTNUT AVE, LONG BEACH CA",3
"10600 BLK OAK ST, LOS ALAMITOS, CA 90720",3
"600 BLK OLIVE AVE, LONG BEACH, CA 90802",3
"600 BLK ORANGE AVE, LONG BEACH, CA 90802",3
"2500 BLOCK LAKEWOOD BLVD, LONG BEACH CA",3
"700 SANTIAGO AVE, LONG BEACH, CA 90804",3
"600 BLK ORIZABA AVE, LONG BEACH, CA 90814",3
"1800 BLK W WILLARD ST, LONG BEACH, CA 90810",3
"600 BLK PACIFIC AVE, LB 90802",3
"10615 ROBERTA ST, CERRITOS, CA 90703",3
"2500 EASY AVE, LONG BEACH, CA 90810",3
"600 BLK QUEENSWAY DR, LONG BEACH, CA 90802",3
"2500 FASHION AVE, LONG BEACH, CA 90810",3
"10681 OAK ST, LOS ALAMITOS, CA 90720",3
"2500 N PALM DR, SIGNAL HILL, CA 90755",3
"1200 E WESLEY DR, LONG BEACH, CA 90806",3
"1800 BLOCK OLIVE AVE, LONG BEACH CA",3
"2600 BLK E PANORAMA DR, SIGNAL HILL, CA 90755",3
"2600 BLK EASY AVE, LONG BEACH, CA 90810",3
"600 BLK W PACIFIC COAST HWY, LONG BEACH, CA 90806",3
"2600 BLK JOSIE AVE, LONG BEACH, CA 90815",3
2600 BLK LAKEWOOD BLVD,3
2600 BLK OLSTROM LB 90815,3
"16900 BLK ERIC AVE, CERRITOS, CA 90703",3
"16TH ST / LOCUST AVE, LONG BEACH, CA 90813",3
"2600 BLK TEMPLE AVE, LONG BEACH, CA 90806",3
"600 OLIVE AVE, LONG BEACH CA 90802",3
4000 BLK 10TH ST LB 90804,3
"1800 BLOCK PELORUS, SB",3
"1700 ADOLFO LOPEZ DR, SEAL BEACH, CA 90740",3
"1100 BLK E 17TH, LB 90813",3
1700 BLK 14TH ST LB 90813,3
"4600 BENTREE AVE, LONG BEACH, CA 90807",3
"2700 BLK CALIFORNIA AVE, SIGNAL HILL, CA 90755",3
"1800 BLOCK XIMENO AVE, LONG BEACH CA",3
"6000 BLK E SPRING ST, LONG BEACH, CA 90815",3
"710 FREEWAY / LONG BEACH BLVD, LONG BEACH, CA 90805",3
"6000 BLK E WENTWORTH, LB 90815",3
"2700 BLK E 10TH ST, LONG BEACH, CA 90804",3
"710 FREEWAY / W WARDLOW RD, LONG BEACH, CA 90810",3
"1700 BLK ATLANTIC AVE, LONG BEACH, CA 90813",3
2700 BLK E 4TH STREET LONG BEACH CA 90814,3
"2700 BLK E 57TH ST, LONG BEACH, CA 90805",3
"6000 BLK GARDENIA AVE, LONG BEACH, CA 90805",3
"2700 BLK GALE AVE, LONG BEACH, CA 90810",3
"2700 BLK HACKETT AVE, LONG BEACH, CA 90815",3
"2700 BLK HAYES AVE, LONG BEACH, CA 90810",3
