animal_id,crossing
A733141,500 BLK PICO
A711239,"500 BLOCK CEDAR AVE, LONG BEACH CA"
A717569,"500 BLOCK CHESTNUT AVE, LONG BEACH CA"
A719144,"500 BLOCK E 14TH ST, LONG BEACH CA"
A710082,500 BLOCK E ARTESIA BLVD
A705175,"500 BLOCK E PACIFIC COAST HWY, LONG BEACH CA"
A717470,"500 BLOCK E PLEASANT ST, LONG BEACH CA"
A717471,"500 BLOCK E PLEASANT ST, LONG BEACH CA"
A738950,"500 BLOCK W SAN ANTONIO DR, LONG BEACH CA"
A738949,"500 BLOCK W SAN ANTONIO DR, LONG BEACH CA"
A743369,"5000 BLCK CAMERINO ST, LAKEWOOD CA"
A704421,"5000 BLK ANAHEIM AVE, LONG BEACH CA"
A707753,5000 BLK E PACIFIC COAST HWY
A703940,"5000 BLK E. OCEAN BLVD, LONG BEACH, CA"
A703941,"5000 BLK E. OCEAN BLVD, LONG BEACH, CA"
A726196,5000 BLK GARDENIA AVE
A655432,"5000 BLOCK CHERRY AVE, LONG BEACH CA"
A719716,"5000 BLOCK LBB, LONG BEACH CA"
A719717,"5000 BLOCK LBB, LONG BEACH CA"
A710438,"5000 BLOCK LBB, LONG BEACH CA"
A701751,5000 BLOCK LONG BEACH BLVD
A739079,"5000 BLOCK MATNEY AVE, LONG BEACH CA"
A725149,5000 E OCEAN BLVD
A715086,5000 E PCH
A715087,5000 E PCH
A744194,5100 BLK LOS COYOTES DIAGONAL
A706003,5100 E OCEAN
A712001,5200 BLK LOCUST AVE LONG BEACH CA
A722960,"5200 BLK LOS COYOTES DIAGIONAL, LONG BEACH, CA"
A712145,5200 BLK PAOLI WAY
A728834,"5200 BLOCK 7TH ST, LONG BEACH CA"
A725577,"5200 BLOCK E 27TH ST, LONG BEACH CA"
A717830,"5200 BLOCK E EL PRADO ,LONG BEACH CA"
A718026,"5200 BLOCK E LAS LOMAS ST, LONG BEACH CA"
A717826,"5200 BLOCK LOCUST AVE, LONG BEACH CA"
A738468,"5200 BLOCK LOS FLORES ST, LONG BEACH CA"
A741158,"5200 BLOCK ORANGE AVE, LONG BEACH CA"
A725314,"5200 BLOCK ORANGE AVE, LONG BEACH CA"
A704412,5200 E 27TH
A718084,5201 E7TH
A710636,5300 BLK LOCUST AVE
A715516,"5300 BLOCK ATLANTIC AVE, LONG BEACH CA"
A738945,"5300 BLOCK ORANGE AVE, LONG BEACH CA"
A703384,5400 BLK CALIFORNIA
A703387,5400 BLK CALIFORNIA
A722306,"5400 BLK E 2ND ST, LONG BEACH, CA 9803"
A738205,5400 BLK E ANAHEIM
A725945,"5400 BLK E OCEAN BLVD, LONG BEACH, CA Q"
A719888,"5400 BLK STANBRIDGE AVE, LONG BEACH, CA"
A702374,"5400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A711385,"5400 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A713373,"5400 BLOCK TANGLEWOOD ST, LONG BEACH CA"
A701868,5500 BLK ACKERFIELD AVE
A701698,"5500 BLK ACKERFIELD, LONG BEACH CA"
A713650,5500 BLK DEBORAH ST
A713728,"5500 BLK E CARSON ST, LONG BEACH, CA"
A669875,"5500 BLK LONG BEACH BLVD, LONG BEACH, CA"
A721017,"5500 BLOCK E PCH, LONG BEACH CA"
A721936,"5500 BLOCK E PCH, LONG BEACH CA"
A735126,5500 BLOCK LBB
A707744,"5500 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A707746,"5500 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A715899,5533 LONG BEACH BLVD
A717284,"5600 BLK FLAGSTONE ST, LONG BEACH, CA"
A708548,"5600 BLK PACIFIC COAST HWY, LONG BEACH CA"
A707139,"5600 BLOCK E ATHERTON ST, LONG BEACH CA"
A720102,"5600 BLOCK E OCEAN BLVD, LONG BEACH CA"
A707857,"5600 BLOCK ELM AVE, LONG BEACH CA"
A728323,"5600 BLOCK LANGPORT AVE, LONG BEACH CA"
A709140,"5600 BLOCK PARAMOUNT AVE, LONG BEACH"
A532876,5600 LINDEN
A692630,"5700 BLK CEDAR AVE, LONG BEACH, CA 9085"
A718872,"5700 BLOCK KILLDEE ST, LONG BEACH CA"
A718875,"5700 BLOCK KILLDEE ST, LONG BEACH CA"
A725303,"5800 BLK BOATHOUSE LN, LONG BEACH, CA"
A703504,5800 BLK CHERRY AVE
A724617,5800 BLK GUNDRY AVE
A694958,5800 BLK OF ORANGE
A706292,"5800 BLOCK CHERRY AVE, LONG BEACH CA"
A728888,"5800 BLOCK CHERRY AVE, LONG BEACH CA"
A733882,"5800 BLOCK CHERRY AVE, LONG BEACH CA"
A742838,"5800 BLOCK E KILLDEE ST, LONG BEACH CA"
A738358,"5800 BLOCK ORANGE AVE, LONG BEACH CA"
A745087,5800 BOATHOUSE LN
A745088,5800 BOATHOUSE LN
A745090,5800 BOATHOUSE LN
A702969,5800 E APPAN
A704002,5800 WALNUT
A719443,5800TH BLK OF OBISPO AVE
A719444,5800TH BLK OF OBISPO AVE
A740637,5900 BLK DEFOREST
A713418,"5900 BLK SPINNAKER BAY DR, LONG BEACH, CA"
A706754,"5900 BLOCK ATLANTIC AVE, LONG BEACH CA"
A723929,"5900 BLOCK CCALIFORNIA AVE, LONG BEACH CA"
A723932,"5900 BLOCK CCALIFORNIA AVE, LONG BEACH CA"
A710162,"5900 BLOCK ORANGE AVE, LONG BEACH CA"
A696913,5959 NAPLES PLZ
A721145,600 BLK 72ND ST
A717679,600 BLK BROADWAY
A717678,600 BLK BROADWAY
A729014,600 BLK CORONADO AVE
A665958,"600 BLK CORONADO AVE, LONG BEACH, CA 908145"
A723978,600 BLK E 67TH ST
A580469,600 BLK W BAKER ST
A693576,600 BLK W OCEAN BLVD
A698905,600 BLK WALNUT AVE
A742564,"600 BLOCK ESTHER ST, LONG BEACH CA"
A713589,"600 BLOCK W 17TH ST, LONG BEACH CA"
A720232,600 W 29TH ST
A717148,"6000 BLOCK GUNDRY AVE, LONG BEACH CA"
A707023,"6000 BLOCK GUNDRY AVE, LONG BEACH CA"
A742760,"6000 BLOCK LBB, LONG BEACH CA"
A726127,"6000 BLOCK LINDEN AVE, LONG BEACH CA"
A712915,"6000 BLOCK LINDEN AVE, LONG BEACH CA"
A744757,"6000 BLOCK LINDEN AVE, LONGBEACH CA"
A727064,6000 LB BLVD
A692454,6100 BLK ATLANTIC AVE
A719244,"6100 BLOCK ATLANTIC AVE, LONG BEACH CA"
A719248,"6100 BLOCK ATLANTIC AVE, LONG BEACH CA"
A719241,"6100 BLOCK ATLANTIC AVE, LONG BEACH CA"
A726598,"6100 BLOCK E WALTON ST, LONG BEACH CA"
A726596,"6100 BLOCK E WALTON ST, LONG BEACH CA"
A700141,"6100 BLOCK PAGEANTRY ST, LONG BEACH CA"
A708880,6200 BLK BIXBY TERRACE DR
A720648,6200 BLK LEMON AVE
A711820,6200 BLK MYRTLE AVE
A725899,"6200 BLK WHITE AVE, LONG BEACH, CA"
A732689,"6200 BLOCK EMERALD COVE, LONG BEACH CA"
A732687,"6200 BLOCK EMERALD COVE, LONG BEACH CA"
A712403,"6200 BLOCK OBISPO AVE, LONG BEACH CA"
A710295,"6200 BLOCK PARAMOUNT BLVD, LONG BEACH"
A548962,"624 E 20TH ST, LONG BEACH CA"
A718996,"6300 BLK E CAMPUS WAY, LONG BEACH, CA"
A702685,"6300 BLK E STEARNS ST, LONG BEACH, CA"
A741439,"6300 BLK OF VISTA, LB CA"
A702177,6300 BLK ORANGE
A711056,"6300 BLOCK CALIFORNIA AVE, LONG BEACH CA"
A708828,"6300 BLOCK KNIGHT AVE, LONG BEACH CA"
A708824,"6300 BLOCK KNIGHT AVE, LONG BEACH CA"
A736264,"6300 BLOCK KNIGHT AVE, LONG BEACH CA"
A692077,"6300 E STATE UNIVERSITY DR, LONG BEACH, CA"
A728306,6400 ATLANTIC
A671074,"6400 BLK ATLANTIC AVE, LONG BEACH, CA 9080"
A716172,"6400 BLK E PACIFIC COAST HWY, LONG BEACH, CA"
A725947,"6400 BLK E PCH, LONG BEACH, CA"
A676683,"6400 BLK E SPRING ST, LONG BEACH, CA 9815"
A708050,"6400 BLK E WARDLOW RD, LONG BEACH, CA"
A704076,"6400 BLOCK ATLANTIC AVE, LONG BEACH"
A704074,"6400 BLOCK ATLANTIC AVE, LONG BEACH"
A719512,"6400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A723036,"6400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A717105,"6400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A730110,"6400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A722588,6400 CHERRY AVE
A696125,6500 ATLANTIC AVE
A707642,6500 BLK E SPRING ST
A728303,6500 BLK WALNUT AVE
A708586,"6500 BLOCK E SPRING ST, LONG BEACH"
A697318,6500 E PCH
A702741,"00 BLOCK BENNETT AVE, LONG BEACH CA"
A743673,"00 BLOCK ELLIS ST, LONG BEACH CA"
A721324,"00 BLOCK W 47TH ST, LONG BEACH CA"
A694726,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694727,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694743,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694745,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694746,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A691316,10 54TH PL
A718638,100 BLK ALAMITOS AVE
A709063,"100 BLK ATLANTIC AVVE, LONG BEACH CA"
A721246,100 BLK BAY SHORE AVE
A739243,100 BLK E ELLIS
A739248,100 BLK E ELLIS
A739244,100 BLK E ELLIS
A726159,100 BLK E MARKET ST
A694380,100 BLK E PACIFIC COAST
A695539,100 BLK HULLETT
A728283,"100 BLK LINDERO AVE, LONG BEACH, CA"
A707430,"100 BLK PACIFIC AVE, LB"
A719673,100 BLK W 20TH BST
A714682,"100 BLOCK CHERRY AVE, LONG BEACH CA"
A708827,"100 BLOCK E 59TH ST, LONG BEACH CA"
A697912,"100 BLOCK E 7TH ST, LONG BEACH CA"
A697911,"100 BLOCK E 7TH ST, LONG BEACH CA"
A708787,"100 BLOCK E ADAIR ST, LONG BEACH CA"
A738982,"100 BLOCK E ALAMEDA ST, COMPTON CA"
A697101,"100 BLOCK E BROADWAY, LONG BEACH CA"
A714348,"100 BLOCK E NORTON ST, LONG BEACH CA"
A744228,"100 BLOCK E SCOTT ST, LONG BEACH CA"
A744231,"100 BLOCK E SCOTT ST, LONG BEACH CA"
A707592,"100 BLOCK W PLYMOUTH ST, LONG BEACH"
A691634,100 CLAREMONT
A694639,100 E LOUISE
A694641,100 E LOUISE
A694640,100 E LOUISE
A694640,100 E LOUISE
A724682,100 E LOUSIE ST
A712253,100 JUNIPERO
A707080,"1000 BLK 15TH ST, LONG BEACH CA"
A734266,1000 BLK ALAMITOS AVE
A714872,1000 BLK E 21ST ST
A727252,"1000 BLK E 21ST ST, LONG BEACH, CA"
A703077,"1000 BLK E 2ND ST, LONG BEACH, CA"
A727931,"1000 BLK E 3RD ST, LONG BEACH, CA"
A637733,"1000 BLK E 71ST ST, LONG BEACH, CA 908005"
A710559,1000 BLK E 72ND ST
A703009,1000 BLK GLADYS
A701849,1000 BLK LEWIS AVE
A713486,1000 BLK LIME AVE
A698035,1000 BLK LIME AVE LB CA
A717134,"1000 BLK MAGNOLIA AVE, LONG BEACH, CA"
A733435,1000 BLK VIA WANDA
A738130,"1000 BLOCK DAWSON AVE, LONG BEACH CA"
A718112,"1000 BLOCK E 20TH ST, LONG BEACH CA"
A741512,"1000 BLOCK E BRENNER PL, LONG BEACH CA"
A720473,"1000 BLOCK E HILL ST, LONG BEACH CA"
A496406,"1000 BLOCK E MARKET ST, LONG BEACH CA"
A707562,"1000 BLOCK E NEW YORK ST, LONG BEACH CA"
A702709,"1000 BLOCK LEWIS AVE, LONG BEACH"
A733852,"1000 BLOCK PACIFIC AVE, LONG BEACH CA"
A695014,1000 GRAND
A706473,"1000 MYRTLE AVE. LONG BEACH, CA 908013"
A709045,1000 PARK
A700724,1000 PARK
A740439,10000 BLK 166TH ST
A698930,100BLK OF THE PROMENADE
A698926,100BLK OF THE PROMENADE
A737274,103 FWY SOUTH OF WILLOW
A713282,"10400 BLOCK FERINA ST, BELLFLOWER CA"
A720900,"10400 BLOCK LOS ALAMITOS AVE, LOS ALAMITOS CA"
A744665,"10400 BLOCK SANTA CLARA ST, CYPRESS CA"
A715292,"10700 BLK CATALINA ST, LOS ALAMITOS"
A721113,10700 BLK SOUTH ST
A717366,"10760 DROXFORD ST, CERRITOS, CA"
A728718,"10800 BLOCK 183RD ST, CERRITOS CA"
A717166,"10800 BLOCK OAK ST, LOS ALAMITOS CA"
A717163,"10800 BLOCK OAK ST, LOS ALAMITOS CA"
A717165,"10800 BLOCK OAK ST, LOS ALAMITOS CA"
A722746,"1100 BLK E SAN ANTONIO DR, LONG BEACH, CA"
A716397,1100 BLK E SOUTH ST
A728615,1100 BLK PINE AVE
A728616,1100 BLK PINE AVE
A722055,1100 BLK TEMPLE AVE
A706632,"1100 BLOCK E 66TH WAY, LONG BEACH"
A722709,"1100 BLOCK E HARDING ST, LONG BEACH CA"
A721607,"1100 BLOCK E OCEAN BLVD, LONG BEACH CA"
A699243,"1100 BLOCK FREELAND ST, LONG BAECH CA"
A707291,"1100 BLOCK GAVIOTA AVE, LONG BEACH CA"
A707294,"1100 BLOCK GAVIOTA AVE, LONG BEACH CA"
A707296,"1100 BLOCK GAVIOTA AVE, LONG BEACH CA"
A702733,"1100 BLOCK MLK JR, LONG BEACH"
A702359,"1100 BLOCK PACIFIC AVE, LONG BEACH CA"
A701237,11000 BLK DAVENPORT ROAD
A722726,"11000 BLOCK BRADFORD CIR, CERRITOS CA"
A719853,11500 SOUTH ST
A702763,1200 BENNETT AVE
A719680,1200 BLK CEDAR
A653056,"1200 BLK CEDAR AVE, LONG BEACH, CA 9013"
A713375,1200 BLK DE FOREST AVE
A725114,"1200 BLK JUNIPERO AVE, LB"
A709242,"1200 BLK LINDEN AVE, LONG BEACH CA"
A728663,1200 BLK MAGNOLIA AVE
A692753,1200 BLK N LOMA VISTA DR
A737275,"1200 BLK OF DAISY AVE, LB CA"
A724351,"1200 BLK PIER G, LONG BEACH, CA"
A697039,1200 BLK TEMPLE AVE
A718100,"1200 BLOCK BELLFLOWER BLVD, LONG BEACH CA"
A704902,"1200 BLOCK E 3RD ST, LONG BEACH CA"
A700386,"1200 BLOCK E JACKSON ST, LONGBEACH CA"
A706734,"1200 BLOCK E LEIGH CT, LONG BEACH CA"
A722075,"1200 BLOCK E OCEAN BLVD, LONG BEACH CA"
A714256,"1200 BLOCK E WESLEY DR, LONG BEACH CA"
A707109,"1200 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A707762,"1200 BLOCK WESLEY DR, LONG BEACH CA"
A692215,1200 MOLINO
A701188,1200 PINE AVE
A701594,12000 BLK CAMINO VALENCIA
A721445,"12100 BLOCK ARTESIA BLVD, CERRITOS CA"
A721919,"12200 BLOCK 216TH ST, HAWAIIAN GARDENS"
A742058,"12200 BLOCK SANDY ROCK ST, CERRITOS CA"
A724507,"12300 BLOCK CARNABY ST, CERRITOS CA"
A706235,12400 BLK SUMMERWIND ST
A706996,1250 BELLFLOWER BLVD
A653395,"12500 BLK BRANDO ST, CERRITOS CA 907"
A726489,12500 BUBBLING CREEK
A712669,12500 SEMORA
A709740,"12600 BLOCK STILLMAN ST, LAKEWOOD CA"
A720689,12601 TOWN CENTER DR
A720691,12601 TOWN CENTER DR
A720686,12601 TOWN CENTER DR
A698391,12800 BLK ARABELLA ST
A696384,130 PINE AVE
A717177,1300 BLK CHESTNUT AVE
A728314,"1300 BLK DAWSON AVE, LONG BEACH, CA"
A697532,1300 BLK E SOUTH ST
A692977,1300 BLK MARTIN LUTHER KING JR
A715704,1300 BLK MARTIN LUTHER KING JR AVE
A709949,1300 BLK STANLEY AVE
A708802,"1300 BLOCK CHERRY AVE, LONG BEACH CA"
A697457,"1300 BLOCK E 20TH ST, LONG BEACH"
A727851,"1300 BLOCK E 20TH ST, LONG BEACH CA"
A712220,"1300 BLOCK E 20TH ST, LONG BEACH CA"
A709144,"1300 BLOCK E 56TH ST, LONG BEACH CA"
A743657,"1300 BLOCK E PCH, LONG BEACH CA"
A743659,"1300 BLOCK E PCH, LONG BEACH CA"
A741661,"1300 BLOCK E SPRING ST, LONG BEACH CA"
A702352,"1300 BLOCK JUNIPERO AVE, LONG BEACH CA"
A734307,"1300 BLOCK JUNIPERO AVE, LONG BEACH CA"
A706607,"1300 BLOCK LEWIS AVE, LONG BEACH CA"
A705156,"1300 BLOCK LEWIS AVE, LONG BEACH CA"
A697486,"1300 BLOCK STANLEY AVE, LONG BEACH CA"
A699309,"1300 BLOCK W 12TH ST, LONG BEACH CA"
A739785,"1300 BLOCK W PARADE ST, LONG BEACH CA"
A694267,1300 STEVELY
A704537,"1300 W ANAHEIM ST, LONG BECH CA"
A699746,1300 W. PARADE
A650506,13000 BLK HART PL
A731850,"13000 BLOCK SUTTON ST, CERRITOS CA"
A745107,13000 PALM PL
A728818,13100 ACORO PL
A717271,13100 BLK BRIARWOOD AVE
A696252,"13100 BLK CAROLYN ST, CERRITOS, CA 9073"
A739777,"13100 BLOCK CARLYN ST, CERRITOS CA"
A706149,"13100 BLOCK CAROLYN ST, CERRITOS CA"
A706152,"13100 BLOCK CAROLYN ST, CERRITOS CA"
A706147,"13100 BLOCK CAROLYN ST, CERRITOS CA"
A731665,"13600 BLOCK DEL MONTE DR, SEAL BEACH CA"
A725223,1368 ANAHEIM ST
A699796,13700 BLK ARTESIA AVE
A725221,13700 REVA CIR
A708914,"13P00 BLK E 17TH ST, LONG BEACH CA"
A701273,"1400 BLK CANAL AVE, LONG BEACH, CA"
A711794,1400 BLK CHESTNUT AVE
A717439,"1400 BLK CHESTNUT AVE, LONG BEACH CA"
A695721,1400 BLK CORONADO
A695642,1400 BLK CORONADO
A695717,1400 BLK CORONADO
A708609,1400 BLK E POINSETTA ST
A725195,"1400 BLK HARBOR AVE, LONG BEACH CA"
A716295,"1400 BLK JUDSON AVE, LONG BEACH CA"
A712812,1400 BLK LURAY ST
A727044,1400 BLK PINE AVE
A691949,"1400 BLK ROSE AVE, LONG BEACH CA"
A725727,"1400 BLK STUDEBAKER RD,LONG BEACH"
A703502,"1400 BLK WARREN AVE, LONG BEACH, CA"
A741624,"1400 BLOCK E 10TH ST, LONG BEACH CA"
A741620,"1400 BLOCK E 10TH ST, LONG BEACH CA"
A741625,"1400 BLOCK E 10TH ST, LONG BEACH CA"
A708705,"1400 BLOCK E 20TH ST, LONG BEACH CA"
A742038,"1400 BLOCK E PHILLIPS ST, LONG BEACH CA"
A725766,"1400 BLOCK LEMON AVE, LONG BEACH CA"
A728868,"1400 BLOCK MONTEBELLO, MONTEBELLO CA"
A727089,"1400 BLOCK PETERSON AVE, LONG BEACH CA"
A629987,"1400 BLOCK TEMPLE AVE, LONG BEACH CA"
A742492,"1400 BLOCK W SUMMIT ST, LONG BEACH CA"
A637686,1400 MAGNOLIA
A727323,1400 REDONDO
A693594,"1400 WALNUT AVE, LONG BEACH CA"
A712357,"14500 BELLFLOWER BLVD, BELLFLOWER CA"
A708105,1480 BRAYNT DR
A696511,"1500 BLK E 10TH ST, LONG BEACH, CA"
A716464,1500 BLK E 5TH STREET LONG BEACH CA
A716466,1500 BLK E 5TH STREET LONG BEACH CA
A676717,"1500 BLK E LURAY ST, LONG BEACH, CA 908047"
A693042,1500 BLK HERNDERSON AVE
A734275,"1500 BLK OF ALAMITOS AVE, LB, CA 908183"
A740061,"1500 BLK PIER C AVE, LONG BEACH, CA"
A724979,"1500 BLK W SUMMIT ST, LONG BEACH, CA"
A724980,"1500 BLK WEST SUMMIT ST, LONG BEACH, CA"
A738925,"1500 BLOCK CHERRY AVE, LONG BEACH CA"
A709320,"1500 BLOCK LOCUST AVE, LONG BEACAH"
A699321,"1500 BLOCK LOMA AVE, LONG BEACH CA"
A730019,"1500 BLOCK STANTON PL, LONG BEACH CA"
A706974,"1500 BLOCK W LINCOLN ST, LONG BEACH CA"
A723413,1500 CEDAR AVE
A710950,"15000 BLOCK WEDGEWORTH DR, HACIENDA HEIGHTS CA"
A721247,1600 BLK E 3RD ST
A593841,"1600 BLK E WALNUT AVE, SIGNAL HILL, CA 90"
A701197,1600 BLK GOLDEN RAIN RD
A663845,1600 BLK WOODRUFF AVE
A742303,"1600 BLOCK ATLANTIC AVE, LONG BEACH CA"
A725468,"1600 BLOCK CHERRY AVE, LONG BEACH CA"
A729465,"1600 BLOCK CHERRY AVE, LONG BEACH CA"
A725466,"1600 BLOCK CHERRY AVE, LONG BEACH CA"
A733404,"1600 BLOCK VICTORY RD, TUSTIN CA"
A721014,"1600 BLOCK VICTORY RD, TUSTIN CA"
A729055,"1600 BLOCK VICTORY RD, TUSTIN CA"
A721010,"1600 BLOCK VICTORY RD, TUSTIN CA"
A721015,"1600 BLOCK VICTORY RD, TUSTIN CA"
A741155,"1600 BLOCK VICTORY RD, TUSTIN CA"
A702386,"1600 BLOCK W 9TH ST, LONG BEACH CA"
A735825,"1600 E ANAHEIM, LB CA"
A721054,1600 EARL WARREN DR
A721055,1600 EARL WARREN DR
A721052,1600 EARL WARREN DR
A721056,1600 EARL WARREN DR
A699688,1600 LOCUST
A619174,"16200 BLOCK BELLFLOWER BLVE, BELLFLOWER CA"
A716094,"16400 BLK PIUMA AVE, CERRITOS CA"
A715123,16400 PIUMA
A716231,"16600 BLK LAURELBROOW WY, CERRITOS CA"
A704325,"16600 BLOCK BLOOMFIELD AVE, CERRITOS CA"
A744295,"16600 BLOCK MAPES AVE, CERRITOS CA"
A724053,"16600 BLOCK NORWALK AVE, CERRITOS CA"
A696106,"1700 28TH ST, SIGNAL HILL CA"
A720811,"1700 BLK CERRITOS AVE, LONG BEACH, CA"
A638935,"1700 BLK CERRITOS AVE, LONG BEACH, CA 9013"
A729304,1700 BLK CHERRY AVE AT PCH
A720206,"1700 BLK E PALO VERDE AVE, LONG BEACH CA"
A709653,1700 BLK GLADYS AVE
A731025,1700 BLK HENDERSON
A719265,1700 BLK MAGNOLIA AVE
A693870,1700 BLK MAGNOLIA AVE
A693723,1700 BLK MAGNOLIA AVE
A713913,1700 BLK MAGNOLIA AVE LONG BEACH CA
A700620,1700 BLK N SPRING STREET CERRITOS
A695561,1700 BLK N STUDEBAKER RD
A709567,1700 BLK WASHINGTON ST
A704725,"1700 BLOCK BELLFLOWER BLVD, LONG BEACH"
A736749,1700 BLOCK CHERRY AVE. LONG BEACH CA
A736751,1700 BLOCK CHERRY AVE. LONG BEACH CA
A708899,"1700 BLOCK CORONADO AVE, LONG BEACH CA"
A711494,"1700 BLOCK E PLYMOUTH ST, LONG BEACH CA"
A696203,"1700 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A718034,"1700 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A725757,"1700 BLOCK PACIFIC AVE, LONG BEACH CA"
A725756,"1700 BLOCK PACIFIC AVE, LONG BEACH CA"
A725628,"1700 BLOCK PALO VERDE AVE, LONG BEACH CA"
A727082,"1700 BLOCK SHERMAN PL, LONG BEACH CA"
A739926,"1700 BLOCK WALNUT AVE, LONG BEACH CA"
A726571,1700 CLARK
A693725,1700 MAGNOLIA AVE
A697351,1700 W CANTON ST
A715098,17000 BLK YVETTE AVE
A715540,17200 BLK CORTNER AVE
A737467,"17200 BLOCK IBEX AVE, CERRITOS CA"
A702255,"17300 BLK STUDEBAKER RD, CERRITOS CA"
A706720,"17400 BLOCK TERRY LYN LN, CERRITOS CA"
A722240,"17600 BLK CALIENTE PL, CERRITOS CA"
A706114,17600 YVETTE
A725974,"17800 BLK SAN GABRIEL AVE, CERRITOS CA"
A725975,"17800 BLK SAN GABRIEL AVE, CERRITOS CA"
A715588,"17900 BLK GERRITT PL, CERRITOS CA"
A739300,"17900 BLOCK GERRITT PL, CERRITOS CA"
A692992,17900 HOLMES
A712691,"1800 ATLANTIC AVE, LONG BEACH CA"
A700065,"1800 BLK CEDAR AVE, LONG BEACH, CA"
A642441,"1800 BLK E 15TH ST, LONG BEACH, CA 900813"
A732588,1800 BLK E 5TH ST
A718268,1800 BLK E HARDWICK
A699652,"1800 BLK GARDENIA AVE, LONG BEACH CA"
A718278,1800 BLK LOCUST AVE
A713767,1800 BLK LOCUST AVE
A700355,1800 BLK LOCUST AVE
A731577,1800 BLK LONG BEACH BLVD
A703509,"1800 BLK MYRTLE AVE, LONG BEACH, CA"
A694952,"1800 BLK PACIFIC AVE, LONG BEAXCH CA"
A693330,1800 BLK PASADENA AVE
A700182,1800 BLK REDONDO AVE
A742551,"1800 BLK TEMPLE, SH CA"
A722221,"1800 BLK W COLUMBIA ST, LONG BEACH, CA90810"
A721770,"1800 BLOCK CHERRY AVE, LONG BEACH CA"
A715495,"1800 BLOCK LBB, LONG BEACH CA"
A719974,"1800 BLOCK LOCUST AVE, LONG BEACH CA"
A719972,"1800 BLOCK LOCUST AVE, LONG BEACH CA"
A738916,"1800 BLOCK OLIVE AVE, LONG BEACH CA"
A711715,"1800 BLOCK ORANGE AVE, LONG BEACH CA"
A697606,"1800 BLOCK PELORUS, SB"
A697604,"1800 BLOCK PELORUS, SB"
A741612,"1800 BLOCK PINE AVE, LONG BEACH CA"
A720258,"1800 BLOCK SHIPWAY AVE, LONG BEACH CA"
A702456,"1800 BLOCK TERMINO AVE, LONG BEACH CA"
A731352,"1800 BLOCK XIMENO AVE, LONG BEACH CA"
A709383,1800 GARDENIA
A709624,1800 OLIVE AVE
A708937,"1800 PALMER CT, LONG BEACH CA"
A704817,18000 PARK PLAZA
A692634,"18100 BLK CARMENITA RD, CERRITOS CA"
A724471,"18400 BLOCK JEFFREY AVE, CERRITOS CA"
A635607,"18400 BLOCK JEFFREY AVE, CERRITOS CA"
A697369,"18600 BLK RHINE PL, CERRITOS, CA"
A704424,"18600 BLOOMFIELD AVE, CERRITOS CA"
A707606,1880 SANTA FE AVE
A743244,18900 BLK STUDEBAKER RD
A701053,18900 KINGS ROW
A704441,1900 BLK 63RD ST
A723721,1900 BLK CHERRY AVE
A740175,1900 BLK HARBOR AVE
A723440,1900 BLK LEWIS AVE
A719356,"1900 BLK MAGNOLIA AVE, LONG BEACH, CA"
A707190,1900 BLK PASADENA AVE
A698010,1900 BLK ROXANNE AVE
A704661,"1900 BLOCK E POPPY ST, LONG BEACH"
A704666,"1900 BLOCK E POPPY ST, LONG BEACH"
A704662,"1900 BLOCK E POPPY ST, LONG BEACH"
A712603,"1900 BLOCK HARBOR AVE, LONG BEACH CA"
A736804,"1900 BLOCK HENDERSON AVE, LONG BEACH CA"
A730000,"1900 BLOCK LBB, LONG BEACH CA"
A720174,"1900 BLOCK LOCUST AVE, LONG BEACH CA"
A694407,"1900 BLOCK RAYMOND AVE, SIGNAL HILL"
A712991,1900 RAYMOND
A740915,19000 BLK STUDEBAKER RD
A710380,19000 PIOINEER
A704806,19030 PIONEER
A740944,"19400 BLOCK DIAMOND COURT, CERRITOS CA"
A715457,"19500 BLOCK PIONEER BLVD, CERRITOS CA"
A715456,"19500 BLOCK PIONEER BLVD, CERRITOS CA"
A697291,19600 BLK SABRINA CT
A712401,19700 BLK SALLY AVE
A680590,"199 PACIFIC AVE, LONG BEACH, CA 9082"
A713428,"19900 BLK GRIDLEY RD, CERRITOS CA"
A713427,"19900 BLK GRIDLEY RD, CERRITOS CA"
A713429,"19900 BLK GRIDLEY RD, CERRITOS CA"
A702084,"200 BLK 51ST ST, LONG BEACH CA"
A729649,"200 BLK E 67TH WAY, LONG BEACH, CA"
A718103,200 BLK E 69TH ST
A719267,200 BLK E ARTESIA BLVD
